,School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,TOV,PTS,Link,DraftStatus,Season
103,Washington,34.0,34.0,33.5,5.9,14.3,0.41600000000000004,1.0,3.5,0.28800000000000003,3.2,4.9,0.6629999999999999,1.4,4.6,6.0,4.4,1.8,0.3,2.6,3.2,16.1,https://www.sports-reference.com/cbb/players/dejounte-murray-1.html,Drafted,2015-16
104,Vanderbilt,31.0,28.0,25.7,4.5,8.2,0.5429999999999999,0.0,0.0,,2.4,4.3,0.545,1.8,3.8,5.7,0.2,0.3,1.4,3.4,1.8,11.3,https://www.sports-reference.com/cbb/players/damian-jones-1.html,Drafted,2013-14
105,Vanderbilt,35.0,34.0,29.1,5.3,9.5,0.562,0.0,0.1,0.2,3.8,6.3,0.599,2.2,4.3,6.5,0.7,0.6,2.0,2.5,2.2,14.5,https://www.sports-reference.com/cbb/players/damian-jones-1.html,Drafted,2014-15
106,Vanderbilt,33.0,33.0,26.2,5.6,9.5,0.59,0.0,0.1,0.0,2.7,5.1,0.536,2.2,4.6,6.9,1.2,0.2,1.6,3.3,2.0,13.9,https://www.sports-reference.com/cbb/players/damian-jones-1.html,Drafted,2015-16
107,Michigan State,35.0,16.0,18.6,3.4,5.7,0.598,0.0,0.0,,0.7,1.1,0.605,2.1,3.4,5.5,0.7,0.3,1.8,2.3,0.9,7.5,https://www.sports-reference.com/cbb/players/deyonta-davis-1.html,Drafted,2015-16
108,Kansas,27.0,1.0,7.5,1.2,2.1,0.569,0.0,0.0,,0.6,1.0,0.556,0.6,1.9,2.5,0.0,0.3,0.9,1.4,0.6,3.0,https://www.sports-reference.com/cbb/players/cheick-diallo-1.html,Drafted,2015-16
109,Louisville,35.0,26.0,17.8,1.3,2.1,0.616,0.0,0.0,,0.4,0.9,0.467,2.0,2.6,4.6,0.5,0.7,1.2,2.4,1.3,3.0,https://www.sports-reference.com/cbb/players/chinanu-onuaku-1.html,Drafted,2014-15
110,Louisville,31.0,29.0,24.6,4.4,7.1,0.62,0.0,0.0,0.0,1.1,1.8,0.589,2.9,5.5,8.5,1.6,0.8,2.0,3.0,2.1,9.9,https://www.sports-reference.com/cbb/players/chinanu-onuaku-1.html,Drafted,2015-16
111,UNLV,32.0,16.0,29.6,3.3,8.2,0.402,1.8,4.8,0.368,1.3,1.8,0.7140000000000001,0.7,2.5,3.3,2.7,1.5,0.3,1.5,1.8,9.6,https://www.sports-reference.com/cbb/players/patrick-mccaw-1.html,Drafted,2014-15
112,UNLV,33.0,32.0,33.7,5.1,10.9,0.465,2.1,5.6,0.366,2.5,3.2,0.774,1.2,4.0,5.1,3.9,2.5,0.4,2.2,2.1,14.7,https://www.sports-reference.com/cbb/players/patrick-mccaw-1.html,Drafted,2015-16
113,Maryland,35.0,22.0,23.1,4.8,8.4,0.568,0.0,0.0,,2.9,3.8,0.7609999999999999,2.2,3.2,5.4,0.4,0.5,1.6,2.3,1.5,12.5,https://www.sports-reference.com/cbb/players/diamond-stone-1.html,Drafted,2015-16
114,UNLV,26.0,24.0,26.2,3.9,8.2,0.47700000000000004,0.2,0.7,0.294,2.4,3.9,0.624,2.2,6.6,8.7,0.8,0.5,2.0,3.0,2.1,10.5,https://www.sports-reference.com/cbb/players/stephen-zimmermanjr-1.html,Drafted,2015-16
115,Seton Hall,22.0,19.0,27.8,4.1,11.3,0.36700000000000005,1.6,4.7,0.34600000000000003,2.1,2.9,0.746,1.0,2.9,3.9,3.5,1.4,0.6,2.4,3.3,12.0,https://www.sports-reference.com/cbb/players/isaiah-whitehead-1.html,Drafted,2014-15
116,Seton Hall,34.0,33.0,32.3,5.7,15.1,0.379,2.4,6.5,0.365,4.4,5.8,0.76,0.5,3.1,3.6,5.1,1.2,1.4,2.3,3.5,18.2,https://www.sports-reference.com/cbb/players/isaiah-whitehead-1.html,Drafted,2015-16
117,Notre Dame,30.0,15.0,22.2,1.8,4.4,0.42,0.8,2.0,0.41700000000000004,1.5,2.0,0.78,0.5,1.6,2.1,1.8,0.4,0.0,1.9,1.2,6.0,https://www.sports-reference.com/cbb/players/demetrius-jackson-2.html,Drafted,2013-14
118,Notre Dame,38.0,38.0,34.7,4.4,8.7,0.508,1.4,3.3,0.429,2.2,2.9,0.745,1.2,2.4,3.6,3.1,1.6,0.3,1.9,1.5,12.4,https://www.sports-reference.com/cbb/players/demetrius-jackson-2.html,Drafted,2014-15
119,Notre Dame,35.0,35.0,36.0,5.5,12.2,0.451,1.5,4.7,0.331,3.2,4.0,0.813,0.9,2.6,3.5,4.7,1.2,0.3,1.9,2.2,15.8,https://www.sports-reference.com/cbb/players/demetrius-jackson-2.html,Drafted,2015-16
120,Purdue,34.0,27.0,23.1,4.1,8.3,0.495,0.0,0.0,,2.3,3.4,0.6809999999999999,2.4,3.6,6.0,0.6,0.3,2.0,2.0,1.6,10.6,https://www.sports-reference.com/cbb/players/aj-hammons-1.html,Drafted,2012-13
121,Purdue,31.0,25.0,25.0,3.8,7.4,0.513,0.0,0.2,0.0,3.3,4.6,0.701,2.4,5.1,7.4,0.5,0.4,3.1,2.9,2.5,10.8,https://www.sports-reference.com/cbb/players/aj-hammons-1.html,Drafted,2013-14
122,Purdue,34.0,23.0,24.3,4.6,8.6,0.54,0.0,0.2,0.0,2.7,4.0,0.669,2.4,4.2,6.6,0.9,0.5,2.8,2.6,2.1,11.9,https://www.sports-reference.com/cbb/players/aj-hammons-1.html,Drafted,2014-15
123,Purdue,33.0,20.0,24.6,6.0,10.2,0.5920000000000001,0.2,0.3,0.545,2.7,3.8,0.7090000000000001,2.3,5.8,8.2,1.1,0.3,2.5,2.4,2.0,15.0,https://www.sports-reference.com/cbb/players/aj-hammons-1.html,Drafted,2015-16
124,Maryland,38.0,17.0,19.9,1.9,4.9,0.396,0.9,3.1,0.299,0.7,0.9,0.6940000000000001,0.9,2.3,3.2,0.9,0.6,0.6,1.6,1.0,5.5,https://www.sports-reference.com/cbb/players/jake-layman-1.html,Drafted,2012-13
125,Maryland,32.0,28.0,31.8,3.9,9.8,0.401,1.9,5.2,0.365,2.0,2.8,0.7190000000000001,1.3,3.7,5.0,0.9,1.1,0.8,2.1,1.2,11.7,https://www.sports-reference.com/cbb/players/jake-layman-1.html,Drafted,2013-14
126,Maryland,35.0,34.0,30.1,4.1,8.7,0.47,1.3,3.4,0.37799999999999995,3.0,4.0,0.752,1.3,4.5,5.8,1.4,0.8,0.7,2.1,1.9,12.5,https://www.sports-reference.com/cbb/players/jake-layman-1.html,Drafted,2014-15
127,Maryland,36.0,36.0,30.9,3.9,7.8,0.5,1.6,4.0,0.396,2.2,2.6,0.8320000000000001,1.1,4.2,5.3,1.1,1.1,1.0,1.9,1.7,11.6,https://www.sports-reference.com/cbb/players/jake-layman-1.html,Drafted,2015-16
128,Duke,19.0,0.0,5.8,0.6,1.1,0.55,0.2,0.5,0.4,0.4,0.4,1.0,0.3,0.6,0.8,0.2,0.2,0.1,1.0,0.4,1.7,https://www.sports-reference.com/cbb/players/michael-gbinije-1.html,Drafted,2011-12
129,Syracuse,34.0,0.0,14.6,1.0,2.7,0.38,0.4,1.3,0.349,0.9,1.4,0.6459999999999999,0.6,1.1,1.8,1.2,0.7,0.2,1.6,0.5,3.4,https://www.sports-reference.com/cbb/players/michael-gbinije-1.html,Drafted,2013-14
130,Syracuse,30.0,24.0,35.0,4.6,10.0,0.46,1.6,4.2,0.392,1.9,3.3,0.5710000000000001,1.2,3.8,5.0,3.6,1.9,0.3,2.8,2.1,12.7,https://www.sports-reference.com/cbb/players/michael-gbinije-1.html,Drafted,2014-15
131,Syracuse,37.0,37.0,37.9,6.1,13.2,0.461,2.5,6.3,0.391,2.9,4.3,0.6629999999999999,1.1,3.0,4.1,4.3,1.9,0.4,2.6,2.8,17.5,https://www.sports-reference.com/cbb/players/michael-gbinije-1.html,Drafted,2015-16
132,Iowa State,35.0,23.0,25.1,4.5,8.7,0.515,1.1,2.8,0.392,2.0,2.9,0.7,1.3,3.2,4.6,1.8,0.7,0.2,3.0,1.5,12.1,https://www.sports-reference.com/cbb/players/georges-niang-1.html,Drafted,2012-13
133,Iowa State,34.0,34.0,30.1,6.5,13.8,0.474,1.4,4.3,0.327,2.2,3.1,0.721,1.0,3.5,4.5,3.6,0.6,0.6,3.2,2.4,16.7,https://www.sports-reference.com/cbb/players/georges-niang-1.html,Drafted,2013-14
134,Iowa State,34.0,34.0,30.7,5.5,11.9,0.461,1.4,3.4,0.4,3.0,3.7,0.8079999999999999,1.0,4.4,5.4,3.4,0.5,0.5,2.8,2.7,15.3,https://www.sports-reference.com/cbb/players/georges-niang-1.html,Drafted,2014-15
135,Iowa State,35.0,35.0,33.2,8.1,14.8,0.546,1.6,4.1,0.392,2.7,3.4,0.807,1.3,4.9,6.2,3.3,0.9,0.6,3.2,2.6,20.5,https://www.sports-reference.com/cbb/players/georges-niang-1.html,Drafted,2015-16
136,Providence,34.0,23.0,21.5,2.2,5.1,0.436,0.3,0.9,0.3,1.7,2.4,0.695,2.3,2.6,4.9,0.6,0.3,0.4,2.6,1.2,6.4,https://www.sports-reference.com/cbb/players/ben-bentil-1.html,Drafted,2014-15
137,Providence,35.0,33.0,34.2,7.0,15.2,0.462,1.5,4.5,0.32899999999999996,5.5,7.1,0.782,2.7,5.0,7.7,1.1,0.9,1.0,2.8,1.9,21.1,https://www.sports-reference.com/cbb/players/ben-bentil-1.html,Drafted,2015-16
138,UNC,35.0,34.0,29.2,2.7,7.6,0.35600000000000004,1.3,3.7,0.344,1.5,1.7,0.836,0.2,2.5,2.7,4.6,1.4,0.1,1.7,2.5,8.2,https://www.sports-reference.com/cbb/players/marcus-paige-1.html,Drafted,2012-13
139,UNC,34.0,33.0,35.6,5.6,12.8,0.44,2.5,6.5,0.389,3.8,4.3,0.877,0.5,2.7,3.2,4.2,1.5,0.2,2.0,2.1,17.5,https://www.sports-reference.com/cbb/players/marcus-paige-1.html,Drafted,2013-14
140,UNC,38.0,38.0,33.2,4.5,10.9,0.413,2.5,6.3,0.395,2.5,2.9,0.865,0.4,2.5,2.9,4.5,1.7,0.2,1.6,1.9,14.1,https://www.sports-reference.com/cbb/players/marcus-paige-1.html,Drafted,2014-15
141,UNC,34.0,34.0,31.6,4.3,10.9,0.397,2.3,6.5,0.355,2.4,3.0,0.7959999999999999,0.4,2.1,2.5,3.7,1.1,0.4,1.5,1.2,13.4,https://www.sports-reference.com/cbb/players/marcus-paige-1.html,Drafted,2015-16
142,UConn,35.0,35.0,31.4,4.0,10.5,0.38,1.3,3.8,0.34299999999999997,1.6,2.4,0.667,1.1,6.6,7.6,3.7,0.9,0.4,2.5,2.3,10.9,https://www.sports-reference.com/cbb/players/daniel-hamilton-1.html,Drafted,2014-15
143,UConn,36.0,36.0,31.9,4.4,11.4,0.387,1.3,3.9,0.331,2.4,2.8,0.86,0.9,8.0,8.9,4.7,1.1,0.4,1.8,2.4,12.5,https://www.sports-reference.com/cbb/players/daniel-hamilton-1.html,Drafted,2015-16
144,Northern Illinois,31.0,29.0,24.2,3.6,10.8,0.337,1.1,3.8,0.299,1.9,2.8,0.682,0.9,3.3,4.2,1.1,0.7,0.7,2.7,2.9,10.4,https://www.sports-reference.com/cbb/players/abdel-nader-1.html,Drafted,2011-12
145,Northern Illinois,19.0,18.0,25.4,4.7,13.9,0.337,1.4,4.9,0.27699999999999997,2.3,3.0,0.772,1.5,4.2,5.6,0.9,1.3,0.5,2.8,3.2,13.1,https://www.sports-reference.com/cbb/players/abdel-nader-1.html,Drafted,2012-13
146,Iowa State,32.0,0.0,16.4,2.2,5.3,0.406,0.5,2.2,0.217,1.0,1.3,0.767,0.7,2.2,2.9,0.7,0.4,0.5,1.6,1.2,5.8,https://www.sports-reference.com/cbb/players/abdel-nader-1.html,Drafted,2014-15
147,Iowa State,35.0,35.0,31.1,4.6,9.6,0.478,1.5,4.0,0.371,2.2,3.0,0.736,0.7,4.2,5.0,1.5,1.1,0.7,2.8,2.3,12.9,https://www.sports-reference.com/cbb/players/abdel-nader-1.html,Drafted,2015-16
148,California,33.0,23.0,28.2,2.7,7.8,0.342,0.7,3.0,0.22399999999999998,1.2,2.2,0.534,1.2,3.3,4.4,2.6,0.8,0.5,2.4,1.7,7.2,https://www.sports-reference.com/cbb/players/tyrone-wallace-1.html,Drafted,2012-13
149,California,35.0,33.0,31.1,4.0,9.4,0.43,1.2,3.8,0.321,2.0,3.2,0.625,1.0,3.1,4.1,2.7,1.3,0.5,2.7,1.6,11.3,https://www.sports-reference.com/cbb/players/tyrone-wallace-1.html,Drafted,2013-14
150,California,33.0,33.0,34.9,6.3,14.8,0.425,0.8,2.7,0.318,3.6,6.0,0.606,0.9,6.2,7.1,4.0,1.3,0.3,2.8,2.8,17.1,https://www.sports-reference.com/cbb/players/tyrone-wallace-1.html,Drafted,2014-15
151,California,28.0,25.0,32.2,5.4,12.3,0.44,0.9,3.0,0.298,3.6,5.5,0.649,1.0,4.3,5.3,4.4,1.0,0.4,2.3,2.6,15.3,https://www.sports-reference.com/cbb/players/tyrone-wallace-1.html,Drafted,2015-16
152,Kentucky,39.0,39.0,21.1,3.7,6.6,0.5660000000000001,0.1,0.2,0.25,2.8,3.4,0.813,2.4,4.3,6.7,1.1,0.5,2.3,2.9,1.4,10.3,https://www.sports-reference.com/cbb/players/karl-anthony-towns-1.html,Drafted,2014-15
153,Ohio State,35.0,34.0,33.9,6.6,14.7,0.449,2.7,6.6,0.41100000000000003,3.4,4.5,0.7559999999999999,1.0,4.7,5.7,5.0,1.6,0.3,2.1,2.9,19.3,https://www.sports-reference.com/cbb/players/dangelo-russell-1.html,Drafted,2014-15
154,Kentucky,29.0,14.0,23.6,3.6,5.8,0.621,0.0,0.0,,1.1,3.0,0.37200000000000005,2.3,3.9,6.2,0.9,0.8,2.1,2.4,1.7,8.3,https://www.sports-reference.com/cbb/players/willie-cauley-stein-1.html,Drafted,2012-13
155,Kentucky,37.0,18.0,23.8,2.9,4.8,0.596,0.0,0.0,,1.1,2.2,0.48200000000000004,2.5,3.5,6.1,0.7,1.2,2.9,2.6,0.8,6.8,https://www.sports-reference.com/cbb/players/willie-cauley-stein-1.html,Drafted,2013-14
156,Kentucky,39.0,38.0,25.9,3.5,6.1,0.5720000000000001,0.0,0.0,,2.0,3.3,0.617,2.3,4.2,6.4,1.0,1.2,1.7,2.0,1.2,8.9,https://www.sports-reference.com/cbb/players/willie-cauley-stein-1.html,Drafted,2014-15
157,Arizona,38.0,37.0,28.4,4.6,10.3,0.446,1.1,3.1,0.371,3.5,4.7,0.742,2.0,4.5,6.5,1.7,1.5,0.4,2.6,2.2,13.8,https://www.sports-reference.com/cbb/players/stanley-johnson-1.html,Drafted,2014-15
158,Texas,34.0,7.0,22.2,3.4,7.6,0.455,0.5,1.8,0.27399999999999997,2.8,3.3,0.8390000000000001,1.3,5.2,6.5,0.6,0.3,2.6,2.4,1.4,10.1,https://www.sports-reference.com/cbb/players/myles-turner-1.html,Drafted,2014-15
159,Kentucky,36.0,21.0,23.0,3.3,6.7,0.488,0.1,0.8,0.138,2.1,2.8,0.735,1.8,3.4,5.2,1.1,0.5,0.4,1.6,1.1,8.7,https://www.sports-reference.com/cbb/players/trey-lyles-1.html,Drafted,2014-15
160,Kentucky,38.0,0.0,21.5,3.6,7.6,0.47,1.5,3.7,0.41100000000000003,1.4,1.7,0.828,0.4,1.6,2.0,1.1,0.4,0.1,1.5,1.0,10.0,https://www.sports-reference.com/cbb/players/devin-booker-2.html,Drafted,2014-15
161,Kansas,36.0,27.0,21.0,3.1,6.9,0.444,0.9,2.6,0.358,2.2,3.1,0.718,1.1,3.8,5.0,0.8,1.1,0.4,2.0,1.2,9.3,https://www.sports-reference.com/cbb/players/kelly-oubre-1.html,Drafted,2014-15
162,Louisville,37.0,10.0,18.9,2.5,6.3,0.401,1.0,2.6,0.371,1.0,1.4,0.7120000000000001,0.8,2.3,3.1,1.8,1.0,0.1,1.5,0.6,7.0,https://www.sports-reference.com/cbb/players/terry-rozier-1.html,Drafted,2013-14
163,Louisville,36.0,35.0,35.0,5.9,14.5,0.41100000000000003,1.3,4.4,0.306,3.9,4.9,0.79,1.2,4.4,5.6,3.0,2.0,0.2,1.7,2.2,17.1,https://www.sports-reference.com/cbb/players/terry-rozier-1.html,Drafted,2014-15
164,UNLV,23.0,23.0,32.3,6.3,14.3,0.439,2.3,6.1,0.38299999999999995,3.0,4.3,0.6940000000000001,0.6,4.2,4.8,1.6,0.8,0.3,2.3,2.2,17.8,https://www.sports-reference.com/cbb/players/rashad-vaughn-1.html,Drafted,2014-15
165,Notre Dame,34.0,33.0,36.2,3.6,9.6,0.38,1.7,4.7,0.354,3.3,4.1,0.8190000000000001,0.5,2.3,2.9,5.0,1.3,0.2,1.7,1.8,12.3,https://www.sports-reference.com/cbb/players/jerian-grant-1.html,Drafted,2011-12
166,Notre Dame,35.0,34.0,36.3,4.5,11.0,0.406,1.5,4.3,0.344,2.9,3.9,0.737,0.3,2.5,2.9,5.5,1.3,0.2,1.8,2.9,13.3,https://www.sports-reference.com/cbb/players/jerian-grant-1.html,Drafted,2012-13
167,Notre Dame,12.0,12.0,35.6,6.0,11.6,0.518,1.7,4.1,0.408,5.3,6.2,0.865,0.3,2.2,2.5,6.2,2.0,0.3,2.0,1.8,19.0,https://www.sports-reference.com/cbb/players/jerian-grant-1.html,Drafted,2013-14
168,Notre Dame,38.0,38.0,37.1,5.4,11.2,0.478,1.3,4.2,0.316,4.5,5.7,0.78,0.3,2.7,3.0,6.7,1.7,0.5,2.0,2.2,16.5,https://www.sports-reference.com/cbb/players/jerian-grant-1.html,Drafted,2014-15
169,Utah,33.0,33.0,36.4,5.3,9.4,0.561,0.4,1.6,0.222,4.6,5.8,0.7929999999999999,1.3,5.5,6.8,5.3,2.5,1.3,1.8,2.5,15.5,https://www.sports-reference.com/cbb/players/delon-wright-1.html,Drafted,2013-14
170,Utah,35.0,35.0,33.3,4.7,9.3,0.509,0.7,2.1,0.35600000000000004,4.4,5.2,0.836,1.0,4.0,4.9,5.1,2.1,1.0,1.4,1.9,14.5,https://www.sports-reference.com/cbb/players/delon-wright-1.html,Drafted,2014-15
171,Virginia,35.0,17.0,24.0,2.5,6.1,0.42,0.6,1.9,0.303,1.9,2.5,0.764,0.9,2.4,3.3,2.3,0.9,1.2,1.4,1.2,7.6,https://www.sports-reference.com/cbb/players/justin-anderson-1.html,Drafted,2012-13
172,Virginia,37.0,5.0,21.6,2.6,6.4,0.40700000000000003,0.8,2.8,0.294,1.8,2.6,0.716,0.7,2.5,3.2,1.5,0.4,0.8,1.6,1.4,7.8,https://www.sports-reference.com/cbb/players/justin-anderson-1.html,Drafted,2013-14
173,Virginia,26.0,22.0,27.8,4.0,8.5,0.466,1.8,4.0,0.452,2.5,3.2,0.78,0.7,3.4,4.0,1.7,0.7,0.5,1.2,1.2,12.2,https://www.sports-reference.com/cbb/players/justin-anderson-1.html,Drafted,2014-15
174,Arizona,38.0,6.0,25.3,3.2,6.5,0.49,0.1,0.3,0.2,2.7,4.0,0.682,2.2,3.5,5.7,1.4,0.7,1.1,2.4,1.2,9.1,https://www.sports-reference.com/cbb/players/rondae-hollis-jefferson-1.html,Drafted,2013-14
175,Arizona,38.0,25.0,28.7,3.6,7.2,0.502,0.2,0.8,0.207,3.8,5.4,0.7070000000000001,2.0,4.8,6.8,1.6,1.2,0.8,2.5,1.6,11.2,https://www.sports-reference.com/cbb/players/rondae-hollis-jefferson-1.html,Drafted,2014-15
176,LSU,32.0,25.0,26.2,3.8,8.0,0.47100000000000003,0.8,2.5,0.33299999999999996,1.9,2.8,0.6890000000000001,1.8,2.8,4.6,0.9,0.8,0.7,2.4,1.6,10.3,https://www.sports-reference.com/cbb/players/jarell-martin-1.html,Drafted,2013-14
177,LSU,33.0,32.0,35.1,6.1,12.0,0.509,0.4,1.6,0.26899999999999996,4.2,6.2,0.69,3.0,6.3,9.2,1.8,1.2,0.7,2.8,2.8,16.9,https://www.sports-reference.com/cbb/players/jarell-martin-1.html,Drafted,2014-15
178,Wyoming,33.0,0.0,17.9,1.5,3.2,0.462,0.1,0.3,0.33299999999999996,1.1,1.3,0.8140000000000001,1.3,2.7,4.0,0.4,0.8,0.6,1.7,0.8,4.1,https://www.sports-reference.com/cbb/players/larry-nance-2.html,Drafted,2011-12
179,Wyoming,33.0,33.0,32.0,3.9,7.3,0.5329999999999999,0.3,0.9,0.345,2.5,3.4,0.75,1.9,5.0,6.9,1.2,1.3,0.7,2.6,1.5,10.7,https://www.sports-reference.com/cbb/players/larry-nance-2.html,Drafted,2012-13
180,Wyoming,26.0,26.0,34.7,5.7,10.4,0.544,0.3,1.4,0.243,3.7,4.9,0.758,1.3,7.3,8.6,1.6,1.4,2.1,2.8,1.7,15.4,https://www.sports-reference.com/cbb/players/larry-nance-2.html,Drafted,2013-14
181,Wyoming,31.0,30.0,34.9,6.0,11.6,0.514,0.5,1.4,0.33299999999999996,3.7,4.7,0.7859999999999999,1.4,5.8,7.2,2.5,1.2,1.2,2.2,2.3,16.1,https://www.sports-reference.com/cbb/players/larry-nance-2.html,Drafted,2014-15
182,Syracuse,16.0,16.0,28.1,3.4,7.1,0.478,0.1,0.1,1.0,2.5,4.4,0.563,2.3,4.6,6.9,1.1,1.7,2.1,2.6,2.2,9.3,https://www.sports-reference.com/cbb/players/chris-mccullough-1.html,Drafted,2014-15
183,UCLA,36.0,36.0,30.9,4.2,8.9,0.47,0.6,1.5,0.415,2.6,4.1,0.626,3.4,5.8,9.2,1.4,1.3,0.9,2.9,1.3,11.6,https://www.sports-reference.com/cbb/players/kevon-looney-1.html,Drafted,2014-15
184,Louisville,40.0,3.0,16.2,2.4,4.2,0.5770000000000001,0.0,0.0,,0.8,1.6,0.508,1.6,2.1,3.6,0.2,0.5,0.7,1.3,0.6,5.7,https://www.sports-reference.com/cbb/players/montrezl-harrell-1.html,Drafted,2012-13
185,Louisville,37.0,37.0,29.3,6.0,9.9,0.609,0.1,0.1,0.667,1.9,4.1,0.46399999999999997,3.2,5.2,8.4,1.2,1.0,1.3,2.4,1.4,14.0,https://www.sports-reference.com/cbb/players/montrezl-harrell-1.html,Drafted,2013-14
186,Louisville,35.0,35.0,35.1,6.1,10.7,0.5660000000000001,0.3,1.1,0.243,3.3,5.5,0.597,3.2,6.0,9.2,1.4,0.9,1.2,2.1,2.0,15.7,https://www.sports-reference.com/cbb/players/montrezl-harrell-1.html,Drafted,2014-15
187,LSU,34.0,34.0,32.8,5.1,9.5,0.534,0.0,0.1,0.0,2.7,3.9,0.695,2.3,5.6,7.9,1.1,0.6,3.1,2.2,2.3,12.8,https://www.sports-reference.com/cbb/players/jordan-mickey-1.html,Drafted,2013-14
188,LSU,31.0,31.0,34.9,6.2,12.2,0.504,0.0,0.3,0.111,3.1,4.7,0.6459999999999999,3.2,6.7,9.9,1.3,0.9,3.6,2.6,3.3,15.4,https://www.sports-reference.com/cbb/players/jordan-mickey-1.html,Drafted,2014-15
189,Stanford,30.0,11.0,23.9,3.0,7.2,0.41700000000000004,1.4,4.0,0.353,1.3,1.8,0.7090000000000001,1.0,2.2,3.2,0.8,0.5,0.2,1.3,1.1,8.7,https://www.sports-reference.com/cbb/players/anthony-brown-5.html,Drafted,2010-11
190,Stanford,37.0,21.0,23.9,2.9,7.2,0.396,1.1,3.2,0.35,1.2,1.9,0.625,0.9,3.2,4.0,1.0,0.6,0.1,1.8,1.3,8.1,https://www.sports-reference.com/cbb/players/anthony-brown-5.html,Drafted,2011-12
191,Stanford,4.0,2.0,17.5,1.0,5.0,0.2,0.5,1.5,0.33299999999999996,0.5,0.5,1.0,0.3,2.0,2.3,0.3,0.3,0.3,1.8,1.3,3.0,https://www.sports-reference.com/cbb/players/anthony-brown-5.html,Drafted,2012-13
192,Stanford,36.0,35.0,33.5,3.9,8.3,0.475,1.5,3.3,0.45299999999999996,2.9,3.8,0.785,0.9,4.1,5.0,2.1,0.9,0.1,1.9,1.9,12.3,https://www.sports-reference.com/cbb/players/anthony-brown-5.html,Drafted,2013-14
193,Stanford,37.0,36.0,35.7,4.8,11.0,0.431,2.1,4.8,0.441,3.1,3.9,0.795,1.1,5.8,6.9,2.5,0.8,0.2,2.1,1.9,14.8,https://www.sports-reference.com/cbb/players/anthony-brown-5.html,Drafted,2014-15
194,Syracuse,37.0,35.0,11.5,1.2,2.0,0.573,0.0,0.0,,0.4,0.8,0.5710000000000001,1.1,1.8,2.9,0.2,0.3,0.8,1.7,0.6,2.8,https://www.sports-reference.com/cbb/players/rakeem-christmas-1.html,Drafted,2011-12
195,Syracuse,40.0,40.0,20.9,2.2,4.1,0.53,0.0,0.0,,0.8,1.4,0.574,1.8,2.8,4.6,0.2,0.5,1.8,2.5,0.9,5.1,https://www.sports-reference.com/cbb/players/rakeem-christmas-1.html,Drafted,2012-13
196,Syracuse,34.0,34.0,23.6,2.2,3.6,0.613,0.0,0.0,,1.3,1.8,0.726,2.1,3.0,5.1,0.7,0.5,1.9,3.1,0.8,5.8,https://www.sports-reference.com/cbb/players/rakeem-christmas-1.html,Drafted,2013-14
197,Syracuse,31.0,31.0,34.3,6.5,11.9,0.552,0.0,0.0,0.0,4.4,6.2,0.7120000000000001,3.1,6.0,9.1,1.5,0.9,2.5,3.4,2.5,17.5,https://www.sports-reference.com/cbb/players/rakeem-christmas-1.html,Drafted,2014-15
198,Bowling Green State,32.0,2.0,18.8,2.8,4.3,0.633,0.0,0.1,0.0,1.0,1.6,0.62,2.4,2.6,5.0,0.2,0.5,2.3,2.1,0.8,6.5,https://www.sports-reference.com/cbb/players/richaun-holmes-1.html,Drafted,2012-13
199,Bowling Green State,32.0,31.0,32.0,4.7,9.3,0.507,0.4,1.3,0.3,3.5,5.0,0.706,2.7,5.0,7.7,0.9,1.1,2.8,2.8,1.8,13.3,https://www.sports-reference.com/cbb/players/richaun-holmes-1.html,Drafted,2013-14
200,Bowling Green State,31.0,30.0,28.8,5.3,9.5,0.563,0.6,1.4,0.419,3.5,4.9,0.7120000000000001,2.8,5.2,8.0,0.8,0.7,2.7,2.5,1.9,14.7,https://www.sports-reference.com/cbb/players/richaun-holmes-1.html,Drafted,2014-15
201,Villanova,29.0,9.0,18.1,1.6,4.3,0.373,0.7,2.5,0.292,0.8,1.0,0.767,0.4,2.0,2.4,1.0,0.4,0.3,1.8,0.8,4.8,https://www.sports-reference.com/cbb/players/darrun-hilliard-1.html,Drafted,2011-12
202,Villanova,34.0,34.0,29.9,3.4,8.5,0.40299999999999997,1.1,3.6,0.315,3.3,4.5,0.7390000000000001,0.4,2.5,2.8,1.6,1.6,0.3,2.3,1.9,11.4,https://www.sports-reference.com/cbb/players/darrun-hilliard-1.html,Drafted,2012-13
203,Villanova,34.0,34.0,29.1,4.6,9.5,0.486,2.1,5.0,0.414,3.0,4.2,0.718,0.9,2.8,3.6,2.6,1.3,0.5,2.0,2.2,14.3,https://www.sports-reference.com/cbb/players/darrun-hilliard-1.html,Drafted,2013-14
204,Villanova,35.0,35.0,28.8,4.9,11.0,0.44,2.3,5.8,0.387,2.3,2.9,0.7959999999999999,0.5,2.7,3.1,2.1,1.8,0.3,2.2,1.2,14.3,https://www.sports-reference.com/cbb/players/darrun-hilliard-1.html,Drafted,2014-15
205,Tennessee,34.0,9.0,16.0,1.1,3.0,0.353,0.3,1.1,0.237,0.5,0.7,0.64,0.5,0.9,1.4,0.7,0.5,0.6,1.8,0.9,2.9,https://www.sports-reference.com/cbb/players/josh-richardson-2.html,Drafted,2011-12
