,PLAYER,POS,Lane Agility Time (seconds),Shuttle Run (seconds),Three Quarter Sprint (seconds),Standing Vertical Leap (inches),Max Vertical Leap (inches),Max Bench Press (repetitions)
403,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
404,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
405,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
406,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
407,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
408,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
409,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
410,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
411,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
412,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
413,Trae Young,PG,-,-,-,-,-,-
414,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
415,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
416,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
417,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
418,Mohamed Bamba,C,-,-,-,-,-,-
419,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
420,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
421,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
422,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
423,Miles Bridges,SF,-,-,-,-,-,-
424,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
425,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
426,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
427,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
428,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
429,Wendell Carter,C-PF,-,-,-,-,-,-
430,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
431,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
432,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
433,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
434,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
435,Keenan Evans,PG,-,-,-,-,-,-
436,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
437,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
438,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
439,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
440,Isaac Haas,C,-,-,-,-,-,-
441,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
442,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
443,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
444,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
445,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
446,Jaren Jackson,PF-C,-,-,-,-,-,-
447,Justin Jackson,PF,-,-,-,-,-,-
448,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
449,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
450,Kevin Knox,SF,-,-,-,-,-,-
451,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
452,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
453,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
454,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
455,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
456,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
457,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
458,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
459,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
460,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
461,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
462,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
463,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
464,Michael Porter,SF-PF,-,-,-,-,-,-
465,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
466,Jerome Robinson,SG,-,-,-,-,-,-
467,Collin Sexton,PG,-,-,-,-,-,-
468,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
469,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
470,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
471,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
472,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
473,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
474,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
475,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
476,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
477,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
478,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
479,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
480,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
481,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
482,Trae Young,PG,-,-,-,-,-,-
483,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
484,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
485,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
486,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
487,Mohamed Bamba,C,-,-,-,-,-,-
488,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
489,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
490,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
491,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
492,Miles Bridges,SF,-,-,-,-,-,-
493,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
494,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
495,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
496,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
497,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
498,Wendell Carter,C-PF,-,-,-,-,-,-
499,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
500,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
501,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
502,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
503,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
504,Keenan Evans,PG,-,-,-,-,-,-
505,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
506,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
507,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
508,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
509,Isaac Haas,C,-,-,-,-,-,-
510,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
511,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
512,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
513,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
514,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
515,Jaren Jackson,PF-C,-,-,-,-,-,-
516,Justin Jackson,PF,-,-,-,-,-,-
517,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
518,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
519,Kevin Knox,SF,-,-,-,-,-,-
520,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
521,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
522,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
523,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
524,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
525,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
526,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
527,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
528,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
529,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
530,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
531,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
532,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
533,Michael Porter,SF-PF,-,-,-,-,-,-
534,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
535,Jerome Robinson,SG,-,-,-,-,-,-
536,Collin Sexton,PG,-,-,-,-,-,-
537,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
538,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
539,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
540,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
541,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
542,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
543,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
544,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
545,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
546,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
547,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
548,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
549,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
550,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
551,Trae Young,PG,-,-,-,-,-,-
552,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
553,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
554,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
555,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
556,Mohamed Bamba,C,-,-,-,-,-,-
557,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
558,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
559,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
560,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
561,Miles Bridges,SF,-,-,-,-,-,-
562,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
563,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
564,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
565,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
566,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
567,Wendell Carter,C-PF,-,-,-,-,-,-
568,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
569,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
570,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
571,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
572,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
573,Keenan Evans,PG,-,-,-,-,-,-
574,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
575,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
576,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
577,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
578,Isaac Haas,C,-,-,-,-,-,-
579,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
580,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
581,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
582,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
583,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
584,Jaren Jackson,PF-C,-,-,-,-,-,-
585,Justin Jackson,PF,-,-,-,-,-,-
586,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
587,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
588,Kevin Knox,SF,-,-,-,-,-,-
589,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
590,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
591,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
592,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
593,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
594,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
595,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
596,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
597,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
598,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
599,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
600,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
601,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
602,Michael Porter,SF-PF,-,-,-,-,-,-
603,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
604,Jerome Robinson,SG,-,-,-,-,-,-
605,Collin Sexton,PG,-,-,-,-,-,-
606,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
607,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
608,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
609,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
610,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
611,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
612,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
613,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
614,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
615,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
616,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
617,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
618,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
619,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
620,Trae Young,PG,-,-,-,-,-,-
621,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
622,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
623,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
624,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
625,Mohamed Bamba,C,-,-,-,-,-,-
626,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
627,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
628,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
629,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
630,Miles Bridges,SF,-,-,-,-,-,-
631,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
632,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
633,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
634,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
635,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
636,Wendell Carter,C-PF,-,-,-,-,-,-
637,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
638,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
639,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
640,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
641,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
642,Keenan Evans,PG,-,-,-,-,-,-
643,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
644,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
645,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
646,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
647,Isaac Haas,C,-,-,-,-,-,-
648,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
649,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
650,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
651,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
652,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
653,Jaren Jackson,PF-C,-,-,-,-,-,-
654,Justin Jackson,PF,-,-,-,-,-,-
655,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
656,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
657,Kevin Knox,SF,-,-,-,-,-,-
658,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
659,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
660,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
661,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
662,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
663,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
664,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
665,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
666,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
667,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
668,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
669,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
670,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
671,Michael Porter,SF-PF,-,-,-,-,-,-
672,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
673,Jerome Robinson,SG,-,-,-,-,-,-
674,Collin Sexton,PG,-,-,-,-,-,-
675,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
676,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
677,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
678,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
679,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
680,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
681,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
682,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
683,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
684,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
685,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
686,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
687,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
688,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
689,Trae Young,PG,-,-,-,-,-,-
690,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
691,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
692,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
693,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
694,Mohamed Bamba,C,-,-,-,-,-,-
695,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
696,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
697,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
698,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
699,Miles Bridges,SF,-,-,-,-,-,-
700,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
701,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
702,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
703,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
704,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
705,Wendell Carter,C-PF,-,-,-,-,-,-
706,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
707,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
708,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
709,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
710,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
711,Keenan Evans,PG,-,-,-,-,-,-
712,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
713,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
714,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
715,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
716,Isaac Haas,C,-,-,-,-,-,-
717,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
718,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
719,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
720,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
721,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
722,Jaren Jackson,PF-C,-,-,-,-,-,-
723,Justin Jackson,PF,-,-,-,-,-,-
724,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
725,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
726,Kevin Knox,SF,-,-,-,-,-,-
727,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
728,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
729,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
730,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
731,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
732,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
733,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
734,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
735,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
736,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
737,Josh Okogie,SG,11.08,3.03,3.04,33.0,42.0,12
738,Theo Pinson,SG-SF,11.53,3.11,3.22,27.0,34.0,7
739,Jontay Porter,C-PF,11.90,3.07,3.40,25.5,31.0,9
740,Michael Porter,SF-PF,-,-,-,-,-,-
741,Billy Preston,PF,11.26,3.35,3.20,25.0,33.0,0
742,Jerome Robinson,SG,-,-,-,-,-,-
743,Collin Sexton,PG,-,-,-,-,-,-
744,Landry Shamet,PG,11.26,3.21,3.11,31.0,39.5,8
745,Anfernee Simons,SG-PG,11.27,3.16,3.10,32.0,41.5,1
746,Zhaire Smith,SF-SG,11.02,3.15,3.05,33.0,41.5,10
747,Ray Spalding,PF,11.48,3.20,3.34,26.0,32.0,12
748,Omari Spellman,PF-C,12.28,3.35,3.38,28.5,35.5,8
749,Khyri Thomas,SG,10.96,3.18,3.18,30.0,35.0,14
750,Gary Trent,SG,11.37,2.99,3.12,33.5,39.5,12
751,Allonzo Trier,SG,11.02,2.97,3.14,32.0,40.0,11
752,Moritz Wagner,C-PF,11.48,3.07,3.18,27.0,34.0,8
753,Lonnie Walker,SG,10.87,2.91,3.06,31.5,40.0,12
754,PJ Washington,PF,11.39,3.43,3.20,27.0,34.0,3
755,Austin Wiley,C,12.79,3.27,3.30,28.0,33.5,14
756,Kris Wilkes,SF,11.29,3.16,3.24,28.0,35.5,1
757,Kenrich Williams,SF,10.86,3.28,3.19,28.0,33.0,14
758,Trae Young,PG,-,-,-,-,-,-
759,Rawle Alkins,SG,11.50,3.09,3.15,32.5,40.5,10
760,Grayson Allen,SG,10.31,3.04,3.15,32.5,40.5,-
761,Kostas Antetokounmpo,PF,12.48,3.48,3.21,29.5,35.0,0
762,Udoka Azubuike,C,12.97,3.65,3.12,31.0,31.5,11
763,Mohamed Bamba,C,-,-,-,-,-,-
764,Jaylen Barford,PG-SG,11.39,3.21,3.31,27.0,33.0,7
765,Keita Bates-Diop,SG-SF,11.20,3.28,3.17,30.5,35.0,11
766,Tyus Battle,SG,11.04,2.87,3.07,32.0,37.5,9
767,Brian Bowen,SG-SF,11.58,3.33,3.28,30.5,34.0,0
768,Miles Bridges,SF,-,-,-,-,-,-
769,Bruce Brown,SG-PG,11.11,3.44,3.20,32.5,38.0,17
770,Troy Brown,SF,11.51,3.29,3.33,26.0,33.0,5
771,Jalen Brunson,PG,10.59,3.11,3.15,29.0,37.0,7
772,Tony Carr,PG,11.89,3.40,3.17,25.0,31.5,0
773,Jevon Carter,PG,11.04,3.05,3.18,29.0,36.5,14
774,Wendell Carter,C-PF,-,-,-,-,-,-
775,Donte DiVincenzo,SG,10.72,3.12,3.11,34.5,42.0,12
776,Hamidou Diallo,SG,10.53,3.14,3.10,32.5,40.5,1
777,Trevon Duval,PG,10.93,3.09,3.18,34.0,41.5,6
778,Carsen Edwards,PG,11.59,3.15,3.20,28.5,34.5,12
779,Jacob Evans,SG-SF,11.11,3.14,3.20,28.0,35.5,8
780,Keenan Evans,PG,-,-,-,-,-,-
781,Bruno Fernando,C,12.19,3.03,3.23,29.0,35.0,11
782,Melvin Frazier,SF-SG,11.24,3.08,3.08,31.0,40.5,0
783,Shai Gilgeous-Alexander,PG,-,-,-,-,-,-
784,Devonte Graham,PG,11.28,3.15,3.21,31.0,37.0,14
785,Isaac Haas,C,-,-,-,-,-,-
786,Devon Hall,SG,10.95,3.16,3.27,25.0,31.0,6
787,Jaylen Hands,PG,12.11,3.16,3.13,31.5,39.5,6
788,Kevin Hervey,PF,11.28,3.15,3.36,27.5,32.0,4
789,Aaron Holiday,PG,10.96,3.22,3.27,25.5,33.0,-
790,Kevin Huerter,SG,10.89,2.97,3.09,31.0,38.0,9
791,Jaren Jackson,PF-C,-,-,-,-,-,-
792,Justin Jackson,PF,-,-,-,-,-,-
793,Alize Johnson,PF,11.83,3.28,3.38,25.0,31.0,8
794,George King,SF-SG,10.75,3.08,3.29,31.0,39.0,15
795,Kevin Knox,SF,-,-,-,-,-,-
796,Sagaba Konate,C,12.28,3.36,3.28,31.5,35.0,12
797,Caleb Martin,SF-SG,10.43,2.75,3.26,29.0,36.5,6
798,Cody Martin,SG-SF,10.64,3.05,3.09,29.0,36.5,4
799,Yante Maten,PF-C,11.35,3.13,3.17,27.0,31.5,18
800,Brandon McCoy,C,11.77,3.31,3.23,27.5,32.0,9
801,DeAnthony Melton,SG-PG,11.48,3.33,3.23,31.0,36.5,1
802,Chimezie Metu,PF-C,11.89,3.25,3.33,29.5,36.0,5
803,Shake Milton,SG-PG,11.07,3.19,3.25,30.0,33.0,2
804,Sviatoslav Mykhailiuk,SG-SF,11.25,3.18,3.15,30.5,37.0,4
805,Malik Newman,SG,10.90,3.18,3.13,27.5,33.5,-
