,Player,Team,Affiliation,Year,Round Number,Round Pick,Overall Pick
1309,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
1310,Mitchell Robinson,New York Knicks,,2018,2,6,36
1311,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
1312,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
1313,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
1314,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
1315,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
1316,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
1317,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
1318,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
1319,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
1320,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
1321,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
1322,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
1323,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
1324,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
1325,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
1326,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
1327,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
1328,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
1329,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
1330,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
1331,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
1332,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
1333,George King,Phoenix Suns,Colorado,2018,2,29,59
1334,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
1335,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
1336,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
1337,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
1338,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
1339,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
1340,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
1341,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
1342,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
1343,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
1344,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
1345,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
1346,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
1347,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
1348,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
1349,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
1350,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
1351,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
1352,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
1353,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
1354,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
1355,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
1356,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
1357,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
1358,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
1359,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
1360,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
1361,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
1362,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
1363,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
1364,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
1365,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
1366,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
1367,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
1368,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
1369,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
1370,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
1371,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
1372,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
1373,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
1374,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
1375,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
1376,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
1377,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
1378,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
1379,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
1380,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
1381,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
1382,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
1383,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
1384,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
1385,Mitchell Robinson,New York Knicks,,2018,2,6,36
1386,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
1387,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
1388,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
1389,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
1390,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
1391,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
1392,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
1393,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
1394,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
1395,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
1396,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
1397,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
1398,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
1399,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
1400,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
1401,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
1402,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
1403,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
1404,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
1405,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
1406,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
1407,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
1408,George King,Phoenix Suns,Colorado,2018,2,29,59
1409,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
1410,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
1411,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
1412,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
1413,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
1414,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
1415,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
1416,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
1417,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
1418,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
1419,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
1420,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
1421,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
1422,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
1423,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
1424,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
1425,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
1426,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
1427,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
1428,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
1429,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
1430,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
1431,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
1432,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
1433,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
1434,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
1435,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
1436,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
1437,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
1438,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
1439,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
1440,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
1441,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
1442,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
1443,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
1444,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
1445,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
1446,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
1447,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
1448,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
1449,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
1450,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
1451,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
1452,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
1453,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
1454,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
1455,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
1456,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
1457,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
1458,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
1459,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
1460,Mitchell Robinson,New York Knicks,,2018,2,6,36
1461,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
1462,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
1463,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
1464,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
1465,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
1466,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
1467,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
1468,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
1469,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
1470,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
1471,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
1472,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
1473,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
1474,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
1475,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
1476,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
1477,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
1478,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
1479,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
1480,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
1481,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
1482,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
1483,George King,Phoenix Suns,Colorado,2018,2,29,59
1484,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
1485,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
1486,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
1487,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
1488,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
1489,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
1490,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
1491,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
1492,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
1493,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
1494,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
1495,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
1496,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
1497,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
1498,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
1499,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
1500,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
1501,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
1502,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
1503,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
1504,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
1505,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
1506,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
1507,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
1508,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
1509,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
1510,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
1511,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
1512,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
1513,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
1514,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
1515,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
1516,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
1517,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
1518,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
1519,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
1520,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
1521,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
1522,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
1523,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
1524,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
1525,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
1526,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
1527,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
1528,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
1529,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
1530,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
1531,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
1532,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
1533,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
1534,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
1535,Mitchell Robinson,New York Knicks,,2018,2,6,36
1536,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
1537,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
1538,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
1539,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
1540,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
1541,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
1542,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
1543,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
1544,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
1545,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
1546,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
1547,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
1548,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
1549,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
1550,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
1551,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
1552,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
1553,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
1554,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
1555,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
1556,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
1557,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
1558,George King,Phoenix Suns,Colorado,2018,2,29,59
1559,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
1560,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
1561,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
1562,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
1563,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
1564,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
1565,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
1566,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
1567,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
1568,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
1569,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
1570,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
1571,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
1572,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
1573,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
1574,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
1575,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
1576,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
1577,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
1578,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
1579,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
1580,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
1581,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
1582,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
1583,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
1584,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
1585,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
1586,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
1587,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
1588,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
1589,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
1590,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
1591,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
1592,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
1593,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
1594,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
1595,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
1596,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
1597,Aaron Holiday,Indiana Pacers,California-Los Angeles,2018,1,23,23
1598,Anfernee Simons,Portland Trail Blazers,IMG Academy,2018,1,24,24
1599,Moritz Wagner,Los Angeles Lakers,Michigan,2018,1,25,25
1600,Landry Shamet,Philadelphia 76ers,Wichita State,2018,1,26,26
1601,Robert Williams III,Boston Celtics,Texas A&M,2018,1,27,27
1602,Jacob Evans,Golden State Warriors,Cincinnati,2018,1,28,28
1603,Dzanan Musa,Brooklyn Nets,KK Cedevita (Croatia),2018,1,29,29
1604,Omari Spellman,Atlanta Hawks,Villanova,2018,1,30,30
1605,Elie Okobo,Phoenix Suns,Elan Bearnais Pau-Orthez (France),2018,2,1,31
1606,Jevon Carter,Memphis Grizzlies,West Virginia,2018,2,2,32
1607,Jalen Brunson,Dallas Mavericks,Villanova,2018,2,3,33
1608,Devonte' Graham,Atlanta Hawks,Villanova,2018,2,4,34
1609,Melvin Frazier Jr.,Orlando Magic,Tulane,2018,2,5,35
1610,Mitchell Robinson,New York Knicks,,2018,2,6,36
1611,Gary Trent Jr.,Sacramento Kings,Duke,2018,2,7,37
1612,Khyri Thomas,Philadelphia 76ers,Creighton,2018,2,8,38
1613,Isaac Bonga,Philadelphia 76ers,Fraport Skyliners (Germany),2018,2,9,39
1614,Rodions Kurucs,Brooklyn Nets,FC Barcelona Basquet (Spain),2018,2,10,40
1615,Jarred Vanderbilt,Orlando Magic,Kentucky,2018,2,11,41
1616,Bruce Brown,Detroit Pistons,Miami (FL),2018,2,12,42
1617,Justin Jackson,Denver Nuggets,Maryland,2018,2,13,43
1618,Issuf Sanon,Washington Wizards,KK Olimpija (Slovenia),2018,2,14,44
1619,Hamidou Diallo,Brooklyn Nets,Kentucky,2018,2,15,45
1620,De'Anthony Melton,Houston Rockets,Southern California,2018,2,16,46
1621,Svi Mykhailiuk,Los Angeles Lakers,Kansas,2018,2,17,47
1622,Keita Bates-Diop,Minnesota Timberwolves,Ohio State,2018,2,18,48
1623,Chimezie Metu,Milwaukee Bucks,Southern California,2018,2,19,49
1624,Alize Johnson,Indiana Pacers,Missouri State,2018,2,20,50
1625,Tony Carr,New Orleans Pelicans,Penn State,2018,2,21,51
1626,Vincent Edwards,Utah Jazz,Purdue,2018,2,22,52
1627,Devon Hall,Oklahoma City Thunder,Virginia,2018,2,23,53
1628,Shake Milton,Dallas Mavericks,Southern Methodist,2018,2,24,54
1629,Arnoldas Kulboka,Charlotte Hornets,Brose Bamberg (Germany),2018,2,25,55
1630,Ray Spalding,Philadelphia 76ers,Louisville,2018,2,26,56
1631,Kevin Hervey,Oklahoma City Thunder,Texas-Arlington,2018,2,27,57
1632,Thomas Welsh,Denver Nuggets,California-Los Angeles,2018,2,28,58
1633,George King,Phoenix Suns,Colorado,2018,2,29,59
1634,Kostas Antetokounmpo,Philadelphia 76ers,Dayton,2018,2,30,60
1635,Markelle Fultz,Philadelphia 76ers,Washington,2017,1,1,1
1636,Lonzo Ball,Los Angeles Lakers,California-Los Angeles,2017,1,2,2
1637,Jayson Tatum,Boston Celtics,Duke,2017,1,3,3
1638,Josh Jackson,Phoenix Suns,Kansas,2017,1,4,4
1639,De'Aaron Fox,Sacramento Kings,Kentucky,2017,1,5,5
1640,Jonathan Isaac,Orlando Magic,Florida State,2017,1,6,6
1641,Lauri Markkanen,Minnesota Timberwolves,Arizona,2017,1,7,7
1642,Frank Ntilikina,New York Knicks,SIG Strasbourg (France),2017,1,8,8
1643,Dennis Smith Jr.,Dallas Mavericks,North Carolina State,2017,1,9,9
1644,Zach Collins,Sacramento Kings,Gonzaga,2017,1,10,10
1645,Malik Monk,Charlotte Hornets,Kentucky,2017,1,11,11
1646,Luke Kennard,Detroit Pistons,Duke,2017,1,12,12
1647,Donovan Mitchell,Denver Nuggets,Louisville,2017,1,13,13
1648,Bam Adebayo,Miami Heat,Kentucky,2017,1,14,14
1649,Justin Jackson,Portland Trail Blazers,North Carolina,2017,1,15,15
1650,Deandre Ayton,Phoenix Suns,Arizona,2018,1,1,1
1651,Marvin Bagley III,Sacramento Kings,Duke,2018,1,2,2
1652,Luka Doncic,Atlanta Hawks,Real Madrid Baloncesto (Spain),2018,1,3,3
1653,Jaren Jackson Jr.,Memphis Grizzlies,Michigan State,2018,1,4,4
1654,Trae Young,Dallas Mavericks,Oklahoma,2018,1,5,5
1655,Mo Bamba,Orlando Magic,Texas,2018,1,6,6
1656,Wendell Carter Jr.,Chicago Bulls,West Virginia,2018,1,7,7
1657,Collin Sexton,Cleveland Cavaliers,Alabama,2018,1,8,8
1658,Kevin Knox,New York Knicks,Kentucky,2018,1,9,9
1659,Mikal Bridges,Philadelphia 76ers,Villanova,2018,1,10,10
1660,Shai Gilgeous-Alexander,Charlotte Hornets,Kentucky,2018,1,11,11
1661,Miles Bridges,LA Clippers,Michigan State,2018,1,12,12
1662,Jerome Robinson,LA Clippers,Boston College,2018,1,13,13
1663,Michael Porter Jr.,Denver Nuggets,Missouri,2018,1,14,14
1664,Troy Brown Jr.,Washington Wizards,Oregon,2018,1,15,15
1665,Zhaire Smith,Phoenix Suns,Texas Tech,2018,1,16,16
1666,Donte DiVincenzo,Milwaukee Bucks,Villanova,2018,1,17,17
1667,Lonnie Walker IV,San Antonio Spurs,Miami (FL),2018,1,18,18
1668,Kevin Huerter,Atlanta Hawks,Maryland,2018,1,19,19
1669,Josh Okogie,Minnesota Timberwolves,Georgia Tech,2018,1,20,20
1670,Grayson Allen,Utah Jazz,Duke,2018,1,21,21
1671,Chandler Hutchison,Chicago Bulls,Boise State,2018,1,22,22
