,PLAYER,POS,Off DribbleCollegeBreak Left,Off DribbleCollegeBreak Right,Off DribbleCollegeTop Key,Off DribbleFifteenBreak Left,Off DribbleFifteenBreak Right,Off DribbleFifteenTop Key,On TheMoveCollege,On TheMoveFifteen
325,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
326,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
327,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
328,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
329,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
330,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
331,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
332,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
333,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
334,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
335,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
336,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
337,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
338,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
339,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
340,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
341,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
342,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
343,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
344,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
345,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
346,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
347,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
348,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
349,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
350,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
351,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
352,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
353,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
354,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
355,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
356,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
357,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
358,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
359,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
360,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
361,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
362,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
363,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
364,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
365,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
366,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
367,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
368,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
369,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
370,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
371,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
372,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
373,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
374,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
375,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
376,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
377,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
378,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
379,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
380,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
381,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
382,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
383,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
384,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
385,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
386,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
387,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
388,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
389,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
390,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
391,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
392,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
393,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
394,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
395,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
396,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
397,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
398,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
399,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
400,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
401,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
402,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
403,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
404,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
405,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
406,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
407,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
408,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
409,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
410,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
411,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
412,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
413,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
414,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
415,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
416,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
417,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
418,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
419,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
420,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
421,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
422,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
423,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
424,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
425,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
426,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
427,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
428,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
429,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
430,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
431,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
432,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
433,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
434,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
435,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
436,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
437,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
438,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
439,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
440,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
441,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
442,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
443,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
444,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
445,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
446,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
447,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
448,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
449,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
450,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
451,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
452,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
453,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
454,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
455,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
456,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
457,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
458,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
459,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
460,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
461,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
462,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
463,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
464,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
465,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
466,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
467,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
468,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
469,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
470,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
471,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
472,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
473,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
474,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
475,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
476,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
477,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
478,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
479,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
480,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
481,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
482,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
483,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
484,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
485,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
486,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
487,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
488,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
489,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
490,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
491,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
492,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
493,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
494,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
495,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
496,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
497,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
498,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
499,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
500,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
501,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
502,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
503,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
504,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
505,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
506,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
507,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
508,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
509,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
510,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
511,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
512,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
513,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
514,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
515,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
516,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
517,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
518,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
519,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
520,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
521,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
522,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
523,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
524,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
525,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
526,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
527,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
528,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
529,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
530,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
531,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
532,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
533,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
534,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
535,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
536,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
537,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
538,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
539,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
540,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
541,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
542,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
543,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
544,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
545,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
546,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
547,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
548,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
549,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
550,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
551,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
552,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
553,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
554,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
555,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
556,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
557,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
558,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
559,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
560,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
561,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
562,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
563,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
564,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
565,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
566,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
567,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
568,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
569,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
570,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
571,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
572,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
573,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
574,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
575,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
576,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
577,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
578,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
579,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
580,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
581,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
582,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
583,Kevin Huerter,SG,25.0%,75.0%,75.0%,25.0%,25.0%,50.0,-%,87.1%
584,Jaren Jackson,PF-C,-%,-%,-%,-%,-%,-,-%,-%
585,Justin Jackson,PF,-%,-%,-%,-%,-%,-,-%,-%
586,Alize Johnson,PF,-%,-%,-%,50.0%,25.0%,75.0,-%,50.0%
587,George King,SF-SG,50.0%,50.0%,75.0%,50.0%,75.0%,75.0,-%,67.9%
588,Kevin Knox,SF,-%,-%,-%,-%,-%,-,-%,-%
589,Sagaba Konate,C,-%,-%,-%,75.0%,100%,50.0,-%,61.3%
590,Caleb Martin,SF-SG,50.0%,75.0%,50.0%,50.0%,50.0%,25.0,-%,69.0%
591,Cody Martin,SG-SF,75.0%,50.0%,100%,50.0%,75.0%,75.0,-%,82.6%
592,Yante Maten,PF-C,-%,-%,-%,50.0%,62.5%,37.5,-%,59.3%
593,Brandon McCoy,C,-%,-%,-%,25.0%,50.0%,75.0,-%,67.9%
594,DeAnthony Melton,SG-PG,-%,-%,-%,50.0%,75.0%,100,-%,62.1%
595,Chimezie Metu,PF-C,-%,-%,-%,100%,25.0%,25.0,71.0%,-%
596,Shake Milton,SG-PG,25.0%,50.0%,50.0%,75.0%,50.0%,50.0,-%,71.4%
597,Sviatoslav Mykhailiuk,SG-SF,-%,-%,-%,87.5%,62.5%,75.0,-%,-%
598,Malik Newman,SG,-%,-%,-%,-%,-%,-,-%,-%
599,Josh Okogie,SG,-%,-%,-%,50.0%,100%,100,-%,51.6%
600,Theo Pinson,SG-SF,-%,-%,-%,25.0%,25.0%,25.0,-%,48.6%
601,Jontay Porter,C-PF,-%,-%,-%,25.0%,75.0%,75.0,57.9%,50.0%
602,Michael Porter,SF-PF,-%,-%,-%,-%,-%,-,-%,-%
603,Billy Preston,PF,-%,-%,-%,-%,-%,-,-%,-%
604,Jerome Robinson,SG,-%,-%,-%,-%,-%,-,-%,-%
605,Collin Sexton,PG,-%,-%,-%,-%,-%,-,-%,-%
606,Landry Shamet,PG,-%,-%,-%,75.0%,75.0%,75.0,-%,74.3%
607,Anfernee Simons,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
608,Zhaire Smith,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
609,Ray Spalding,PF,25.0%,50.0%,75.0%,25.0%,75.0%,25.0,-%,50.0%
610,Omari Spellman,PF-C,-%,-%,-%,75.0%,25.0%,50.0,-%,60.0%
611,Khyri Thomas,SG,-%,-%,-%,-%,-%,-,-%,-%
612,Gary Trent,SG,-%,-%,-%,100%,100%,75.0,-%,72.0%
613,Allonzo Trier,SG,50.0%,100%,100%,100%,25.0%,25.0,-%,71.4%
614,Moritz Wagner,C-PF,-%,-%,-%,-%,-%,-,-%,-%
615,Lonnie Walker,SG,-%,-%,-%,-%,-%,-,-%,-%
616,PJ Washington,PF,-%,-%,-%,25.0%,0.0%,50.0,-%,62.5%
617,Austin Wiley,C,50.0%,75.0%,75.0%,25.0%,25.0%,0.0,-%,62.1%
618,Kris Wilkes,SF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
619,Kenrich Williams,SF,-%,-%,-%,37.5%,25.0%,25.0,-%,65.5%
620,Trae Young,PG,-%,-%,-%,-%,-%,-,-%,-%
621,Rawle Alkins,SG,-%,-%,-%,50.0%,50.0%,25.0,-%,79.4%
622,Grayson Allen,SG,-%,-%,-%,-%,-%,-,-%,-%
623,Kostas Antetokounmpo,PF,-%,-%,-%,50.0%,25.0%,25.0,-%,50.0%
624,Udoka Azubuike,C,-%,-%,-%,-%,-%,-,-%,-%
625,Mohamed Bamba,C,-%,-%,-%,-%,-%,-,-%,-%
626,Jaylen Barford,PG-SG,-%,-%,-%,75.0%,75.0%,75.0,-%,55.9%
627,Keita Bates-Diop,SG-SF,-%,-%,-%,25.0%,75.0%,25.0,20.0%,61.9%
628,Tyus Battle,SG,-%,-%,-%,75.0%,70.0%,75.0,-%,-%
629,Brian Bowen,SG-SF,-%,-%,-%,75.0%,25.0%,75.0,-%,58.6%
630,Miles Bridges,SF,-%,-%,-%,-%,-%,-,-%,-%
631,Bruce Brown,SG-PG,-%,-%,-%,-%,-%,-,-%,-%
632,Troy Brown,SF,-%,-%,-%,-%,-%,-,-%,-%
633,Jalen Brunson,PG,-%,-%,-%,-%,-%,-,-%,-%
634,Tony Carr,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,69.0%
635,Jevon Carter,PG,-%,-%,-%,50.0%,100%,25.0,-%,71.0%
636,Wendell Carter,C-PF,-%,-%,-%,-%,-%,-,-%,-%
637,Donte DiVincenzo,SG,-%,-%,-%,50.0%,100%,75.0,-%,48.3%
638,Hamidou Diallo,SG,-%,-%,-%,-%,-%,-,-%,-%
639,Trevon Duval,PG,-%,-%,-%,-%,-%,-,-%,-%
640,Carsen Edwards,PG,-%,-%,-%,75.0%,25.0%,75.0,-%,88.0%
641,Jacob Evans,SG-SF,-%,-%,-%,-%,-%,-,-%,-%
642,Keenan Evans,PG,-%,-%,-%,-%,-%,-,-%,-%
643,Bruno Fernando,C,50.0%,50.0%,50.0%,50.0%,50.0%,25.0,-%,70.0%
644,Melvin Frazier,SF-SG,-%,-%,-%,-%,-%,-,-%,-%
645,Shai Gilgeous-Alexander,PG,-%,-%,-%,-%,-%,-,-%,-%
646,Devonte Graham,PG,-%,-%,-%,50.0%,75.0%,25.0,-%,65.7%
647,Isaac Haas,C,-%,-%,-%,-%,-%,-,-%,-%
648,Devon Hall,SG,50.0%,100%,75.0%,50.0%,75.0%,75.0,-%,73.5%
649,Jaylen Hands,PG,-%,-%,-%,50.0%,25.0%,75.0,-%,64.7%
650,Kevin Hervey,PF,50.0%,50.0%,75.0%,50.0%,50.0%,25.0,-%,77.8%
651,Aaron Holiday,PG,-%,-%,-%,0.0%,75.0%,75.0,64.3%,-%
