,School,GP,GS,MIN,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,PF,TOV,PTS,Link,DraftStatus,Season,SeasonStart,SeasonEnd
139,UNC,34,33,35.6,5.6,12.8,0.44,2.5,6.5,0.389,3.8,4.3,0.877,0.5,2.7,3.2,4.2,1.5,0.2,2,2.1,17.5,https://www.sports-reference.com/cbb/players/marcus-paige-1.html,Drafted,2013-14,1/1/2013,1/1/2014
149,California,35,33,31.1,4,9.4,0.43,1.2,3.8,0.321,2,3.2,0.625,1,3.1,4.1,2.7,1.3,0.5,2.7,1.6,11.3,https://www.sports-reference.com/cbb/players/tyrone-wallace-1.html,Drafted,2013-14,1/1/2013,1/1/2014
155,Kentucky,37,18,23.8,2.9,4.8,0.596,0,0,,1.1,2.2,0.482,2.5,3.5,6.1,0.7,1.2,2.9,2.6,0.8,6.8,https://www.sports-reference.com/cbb/players/willie-cauley-stein-1.html,Drafted,2013-14,1/1/2013,1/1/2014
162,Louisville,37,10,18.9,2.5,6.3,0.401,1,2.6,0.371,1,1.4,0.712,0.8,2.3,3.1,1.8,1,0.1,1.5,0.6,7,https://www.sports-reference.com/cbb/players/terry-rozier-1.html,Drafted,2013-14,1/1/2013,1/1/2014
167,Notre Dame,12,12,35.6,6,11.6,0.518,1.7,4.1,0.408,5.3,6.2,0.865,0.3,2.2,2.5,6.2,2,0.3,2,1.8,19,https://www.sports-reference.com/cbb/players/jerian-grant-1.html,Drafted,2013-14,1/1/2013,1/1/2014
169,Utah,33,33,36.4,5.3,9.4,0.561,0.4,1.6,0.222,4.6,5.8,0.793,1.3,5.5,6.8,5.3,2.5,1.3,1.8,2.5,15.5,https://www.sports-reference.com/cbb/players/delon-wright-1.html,Drafted,2013-14,1/1/2013,1/1/2014
172,Virginia,37,5,21.6,2.6,6.4,0.407,0.8,2.8,0.294,1.8,2.6,0.716,0.7,2.5,3.2,1.5,0.4,0.8,1.6,1.4,7.8,https://www.sports-reference.com/cbb/players/justin-anderson-1.html,Drafted,2013-14,1/1/2013,1/1/2014
174,Arizona,38,6,25.3,3.2,6.5,0.49,0.1,0.3,0.2,2.7,4,0.682,2.2,3.5,5.7,1.4,0.7,1.1,2.4,1.2,9.1,https://www.sports-reference.com/cbb/players/rondae-hollis-jefferson-1.html,Drafted,2013-14,1/1/2013,1/1/2014
176,LSU,32,25,26.2,3.8,8,0.471,0.8,2.5,0.333,1.9,2.8,0.689,1.8,2.8,4.6,0.9,0.8,0.7,2.4,1.6,10.3,https://www.sports-reference.com/cbb/players/jarell-martin-1.html,Drafted,2013-14,1/1/2013,1/1/2014
180,Wyoming,26,26,34.7,5.7,10.4,0.544,0.3,1.4,0.243,3.7,4.9,0.758,1.3,7.3,8.6,1.6,1.4,2.1,2.8,1.7,15.4,https://www.sports-reference.com/cbb/players/larry-nance-2.html,Drafted,2013-14,1/1/2013,1/1/2014
185,Louisville,37,37,29.3,6,9.9,0.609,0.1,0.1,0.667,1.9,4.1,0.464,3.2,5.2,8.4,1.2,1,1.3,2.4,1.4,14,https://www.sports-reference.com/cbb/players/montrezl-harrell-1.html,Drafted,2013-14,1/1/2013,1/1/2014
187,LSU,34,34,32.8,5.1,9.5,0.534,0,0.1,0,2.7,3.9,0.695,2.3,5.6,7.9,1.1,0.6,3.1,2.2,2.3,12.8,https://www.sports-reference.com/cbb/players/jordan-mickey-1.html,Drafted,2013-14,1/1/2013,1/1/2014
192,Stanford,36,35,33.5,3.9,8.3,0.475,1.5,3.3,0.453,2.9,3.8,0.785,0.9,4.1,5,2.1,0.9,0.1,1.9,1.9,12.3,https://www.sports-reference.com/cbb/players/anthony-brown-5.html,Drafted,2013-14,1/1/2013,1/1/2014
196,Syracuse,34,34,23.6,2.2,3.6,0.613,0,0,,1.3,1.8,0.726,2.1,3,5.1,0.7,0.5,1.9,3.1,0.8,5.8,https://www.sports-reference.com/cbb/players/rakeem-christmas-1.html,Drafted,2013-14,1/1/2013,1/1/2014
199,Bowling Green State,32,31,32,4.7,9.3,0.507,0.4,1.3,0.3,3.5,5,0.706,2.7,5,7.7,0.9,1.1,2.8,2.8,1.8,13.3,https://www.sports-reference.com/cbb/players/richaun-holmes-1.html,Drafted,2013-14,1/1/2013,1/1/2014
203,Villanova,34,34,29.1,4.6,9.5,0.486,2.1,5,0.414,3,4.2,0.718,0.9,2.8,3.6,2.6,1.3,0.5,2,2.2,14.3,https://www.sports-reference.com/cbb/players/darrun-hilliard-1.html,Drafted,2013-14,1/1/2013,1/1/2014
207,Tennessee,37,36,30.4,3.8,7.9,0.474,0.9,2.7,0.34,1.9,2.4,0.793,0.8,2.1,2.9,1.5,0.7,0.8,2.1,1,10.3,https://www.sports-reference.com/cbb/players/josh-richardson-2.html,Drafted,2013-14,1/1/2013,1/1/2014
211,Notre Dame,32,32,37.2,4.8,10.7,0.452,2.4,6.3,0.378,1.7,2.1,0.833,1.2,5.9,7.1,3,1,0.6,1.8,1.1,13.8,https://www.sports-reference.com/cbb/players/pat-connaughton-1.html,Drafted,2013-14,1/1/2013,1/1/2014
215,Kentucky,40,39,31.7,3,8.3,0.367,0.8,2.4,0.351,4,5.2,0.764,0.8,2.4,3.2,4,0.5,0.2,3,2.7,10.9,https://www.sports-reference.com/cbb/players/andrew-harrison-1.html,Drafted,2013-14,1/1/2013,1/1/2014
219,UCLA,37,37,25.7,4.1,7.8,0.533,0.5,1.8,0.294,2.6,3.3,0.78,0.6,2.2,2.8,1.7,1.4,0.4,2.3,1,11.4,https://www.sports-reference.com/cbb/players/norman-powell-1.html,Drafted,2013-14,1/1/2013,1/1/2014
221,Kentucky,39,18,14.1,2.1,3.7,0.569,0,0,,1,2.2,0.447,2,1.9,3.9,0.3,0.2,0.6,2,0.6,5.2,https://www.sports-reference.com/cbb/players/dakari-johnson-1.html,Drafted,2013-14,1/1/2013,1/1/2014
225,Michigan State,28,24,28.3,4.9,7.9,0.613,0,0,0,1.5,2.3,0.656,3,5.4,8.3,1.6,1.3,0.9,1.5,1.3,11.2,https://www.sports-reference.com/cbb/players/branden-dawson-1.html,Drafted,2013-14,1/1/2013,1/1/2014
227,Kansas,35,35,32.8,5.4,12.1,0.448,1.2,3.6,0.341,5,6.5,0.775,2.2,3.7,5.9,1.5,1.2,1,2.7,2.3,17.1,https://www.sports-reference.com/cbb/players/andrew-wiggins-1.html,Drafted,2013-14,1/1/2013,1/1/2014
228,Duke,35,35,30.7,6.7,14.3,0.473,1.1,3,0.358,4.6,6.1,0.748,3,5.7,8.7,1.2,1.1,1.2,2.4,2.3,19.1,https://www.sports-reference.com/cbb/players/jabari-parker-1.html,Drafted,2013-14,1/1/2013,1/1/2014
229,Kansas,28,20,23.1,3.8,6.1,0.626,0,0.2,0.2,3.5,5.1,0.685,2.3,5.8,8.1,1.4,0.9,2.6,3.4,2.4,11.2,https://www.sports-reference.com/cbb/players/joel-embiid-1.html,Drafted,2013-14,1/1/2013,1/1/2014
230,Arizona,38,38,31.2,5,10.1,0.495,0.4,1.2,0.356,2,4.7,0.422,2.7,5.3,8,2,0.9,1,2.4,1.4,12.4,https://www.sports-reference.com/cbb/players/aaron-gordon-1.html,Drafted,2013-14,1/1/2013,1/1/2014
231,Indiana,30,29,26.5,3.8,7.2,0.523,0.5,1.1,0.485,3.2,4.5,0.716,2.4,6.6,9,0.6,0.9,1.4,2.7,2.1,11.3,https://www.sports-reference.com/cbb/players/noah-vonleh-1.html,Drafted,2013-14,1/1/2013,1/1/2014
234,Louisiana,35,34,35.9,6.8,13.3,0.509,0.4,1.5,0.259,5.3,8.6,0.609,2.3,3.7,6,5.9,2.3,0.6,2.4,3.6,19.2,https://www.sports-reference.com/cbb/players/elfrid-payton-1.html,Drafted,2013-14,1/1/2013,1/1/2014
235,UCLA,37,1,24.4,3.4,7.8,0.441,1.3,3.5,0.375,1.3,1.8,0.691,0.5,2.1,2.5,1.8,0.9,0.2,2,1.1,9.4,https://www.sports-reference.com/cbb/players/zach-lavine-1.html,Drafted,2013-14,1/1/2013,1/1/2014
239,Michigan State,31,28,28.1,5.7,11.4,0.503,1.4,3.4,0.423,3.5,4.5,0.79,1.5,5.7,7.3,1.3,0.5,0.9,2.6,2,16.4,https://www.sports-reference.com/cbb/players/adreian-payne-1.html,Drafted,2013-14,1/1/2013,1/1/2014
240,Syracuse,34,34,35.7,4.4,10.6,0.411,0.9,2.5,0.353,3.4,4.4,0.765,0.8,2.6,3.4,5.5,2.1,0.2,2,1.7,12.9,https://www.sports-reference.com/cbb/players/tyler-ennis-1.html,Drafted,2013-14,1/1/2013,1/1/2014
242,Michigan State,35,34,32.3,5.6,13,0.429,2.3,6.6,0.352,3.3,4.1,0.81,1.1,2.9,4,2.7,1.8,0.4,2.1,1.7,16.7,https://www.sports-reference.com/cbb/players/gary-harris-1.html,Drafted,2013-14,1/1/2013,1/1/2014
244,UCLA,36,36,30.1,5.8,11.9,0.485,1.4,4.1,0.356,4.4,5.3,0.836,1.9,3.5,5.3,2.3,2.6,0.1,2.2,1.5,17.4,https://www.sports-reference.com/cbb/players/jordan-adams-1.html,Drafted,2013-14,1/1/2013,1/1/2014
246,Duke,35,33,32.9,5.5,11.8,0.464,2,4.8,0.42,3.1,3.9,0.807,0.8,3.1,3.9,2.1,0.7,0.3,2.6,1.5,16.1,https://www.sports-reference.com/cbb/players/rodney-hood-1.html,Drafted,2013-14,1/1/2013,1/1/2014
252,Washington,32,31,34.9,6.2,13.6,0.453,2.8,7.2,0.391,3.2,3.7,0.873,0.7,3,3.7,2.5,1,1,2.3,1.7,18.3,https://www.sports-reference.com/cbb/players/cj-wilcox-1.html,Drafted,2013-14,1/1/2013,1/1/2014
256,Stanford,36,36,35.2,4.3,9.6,0.451,0.7,2.1,0.338,1.8,2.8,0.627,2.5,5.7,8.2,1.2,0.6,1.9,2.1,1.2,11.2,https://www.sports-reference.com/cbb/players/josh-huestis-1.html,Drafted,2013-14,1/1/2013,1/1/2014
258,UCLA,36,36,33.2,5,10.5,0.48,0.8,1.6,0.483,3.8,5.2,0.737,1.3,7.5,8.8,6.5,1.8,0.8,1.7,3.1,14.6,https://www.sports-reference.com/cbb/players/kyle-anderson-3.html,Drafted,2013-14,1/1/2013,1/1/2014
261,Clemson,36,35,33.7,5.8,12.6,0.459,1.2,3.8,0.304,4.3,5.1,0.842,2.4,4.7,7.1,1.6,1.1,2.8,2.2,2.3,17.1,https://www.sports-reference.com/cbb/players/kj-mcdaniels-1.html,Drafted,2013-14,1/1/2013,1/1/2014
265,Virginia,37,37,28.8,4,9.1,0.441,1.9,4.9,0.4,2,3.1,0.64,0.6,2.4,2.9,2.3,0.9,0.2,2.4,1.3,12,https://www.sports-reference.com/cbb/players/joe-harris--1.html,Drafted,2013-14,1/1/2013,1/1/2014
267,Wichita State,36,36,27.4,5.2,10.7,0.484,1.8,4.9,0.373,4.2,5,0.844,1.3,4.6,5.9,0.8,0.8,0.8,2.3,1.9,16.4,https://www.sports-reference.com/cbb/players/cleanthony-early-1.html,Drafted,2013-14,1/1/2013,1/1/2014
270,Tennessee,37,37,32.4,5.4,10.1,0.531,0,0,,4.3,6.2,0.696,4.2,6.4,10.6,2,0.7,0.9,2,2.1,15.1,https://www.sports-reference.com/cbb/players/jarnell-stokes-1.html,Drafted,2013-14,1/1/2013,1/1/2014
273,LSU,34,34,30,5.9,12,0.494,0,0.1,0.333,3.5,5.5,0.634,3,4.7,7.7,1.6,0.5,0.9,3.2,3.2,15.4,https://www.sports-reference.com/cbb/players/johnny-obryant-1.html,Drafted,2013-14,1/1/2013,1/1/2014
276,Colorado,17,17,31.1,3.6,7.7,0.466,1.5,3.7,0.413,6,7,0.857,0.5,2.6,3.1,3.8,1.5,0.2,1.9,1.8,14.7,https://www.sports-reference.com/cbb/players/spencer-dinwiddie-1.html,Drafted,2013-14,1/1/2013,1/1/2014
278,Syracuse,32,20,31.4,4.2,8.4,0.496,0,0.2,0,3.8,5.6,0.674,2.4,4.3,6.8,1.4,0.8,0.6,2.3,1.2,12.1,https://www.sports-reference.com/cbb/players/jerami-grant-1.html,Drafted,2013-14,1/1/2013,1/1/2014
280,Michigan,37,37,32.3,4.9,10.1,0.488,0.9,2.9,0.306,2.4,3.1,0.757,1.5,3,4.4,1.2,0.9,0.3,1.5,1.2,13.1,https://www.sports-reference.com/cbb/players/glenn-robinson-2.html,Drafted,2013-14,1/1/2013,1/1/2014
284,Oklahoma State,34,34,35.3,5.6,11.8,0.473,1.6,4.3,0.379,4.4,5.7,0.768,1.1,4.2,5.3,2.9,1,1,2.5,1.6,17.2,https://www.sports-reference.com/cbb/players/markel-brown-1.html,Drafted,2013-14,1/1/2013,1/1/2014
288,Stanford,36,36,32.4,4.9,10.5,0.462,0.3,1.1,0.256,4,5.9,0.687,1.9,4.9,6.9,3.1,1.3,0.8,3.1,2.9,14,https://www.sports-reference.com/cbb/players/dwight-powell-1.html,Drafted,2013-14,1/1/2013,1/1/2014
291,Missouri,35,35,35.1,6,13.3,0.448,0.9,3.3,0.281,4.6,5.6,0.831,0.8,3,3.8,3.4,1.1,0.2,2.2,2.7,17.5,https://www.sports-reference.com/cbb/players/jordan-clarkson-1.html,Drafted,2013-14,1/1/2013,1/1/2014
295,Louisville,37,36,29.3,6.1,13,0.468,1.9,4.9,0.387,4.1,5.9,0.705,0.8,2.5,3.3,4.6,2,0.1,2.5,2.8,18.2,https://www.sports-reference.com/cbb/players/russ-smith-1.html,Drafted,2013-14,1/1/2013,1/1/2014
300,Pitt,36,36,32.6,5.6,12.7,0.441,2.2,5.7,0.388,3.7,4.9,0.754,1,3.9,4.9,4.3,1.4,0.3,2,2.6,17.1,https://www.sports-reference.com/cbb/players/lamar-patterson-1.html,Drafted,2013-14,1/1/2013,1/1/2014
304,New Mexico,34,34,32.9,7,12.5,0.556,0,0.1,0.333,6.4,8.8,0.735,2.2,5.1,7.4,1.6,0.6,1.5,2.1,2,20.4,https://www.sports-reference.com/cbb/players/cameron-bairstow-1.html,Drafted,2013-14,1/1/2013,1/1/2014
306,Xavier,34,34,35.3,5.9,12.4,0.479,0.6,1.4,0.388,4.6,6.9,0.668,0.4,2.2,2.7,4.2,1.3,0.2,2.1,2.6,17,https://www.sports-reference.com/cbb/players/semaj-christon-1.html,Drafted,2013-14,1/1/2013,1/1/2014
310,Iowa,33,33,30.2,5.5,13.2,0.42,1.6,4.5,0.349,4.3,6,0.714,0.8,2.4,3.2,3.6,1.8,0.2,1.9,1.7,17,https://www.sports-reference.com/cbb/players/roy-devyn-marble-1.html,Drafted,2013-14,1/1/2013,1/1/2014
314,Tennessee,37,37,32.2,6,13.8,0.436,2.1,6.1,0.351,4.5,5.7,0.788,0.7,2.8,3.5,2.5,0.7,1,2.1,2.1,18.7,https://www.sports-reference.com/cbb/players/jordan-mcrae-1.html,Drafted,2013-14,1/1/2013,1/1/2014
318,Baylor,38,38,29,4.8,9.7,0.5,0.4,1,0.368,3.6,5.6,0.64,2.8,5.4,8.2,1,0.4,1.3,2.2,1.3,13.7,https://www.sports-reference.com/cbb/players/cory-jefferson-1.html,Drafted,2013-14,1/1/2013,1/1/2014
745,DePaul,31,25,29.4,3.5,9.4,0.366,1.2,3.7,0.319,4.3,5.2,0.825,0.4,2,2.4,3,0.9,0.1,3,2.2,12.4,https://basketball.realgm.com/player/Billy-Garrett/NCAA/41395/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
754,Duke,32,4,7.3,0.5,1.6,0.294,0.1,0.7,0.143,0.7,1.3,0.561,0.3,0.5,0.8,0.2,0.3,0,0.8,0.1,1.8,https://basketball.realgm.com/player/Matt-Jones/NCAA/24318/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
759,Wisconsin,37,0,15.5,1.4,3.1,0.443,0.6,1.8,0.328,0.2,0.2,0.75,0.5,0.8,1.3,1.1,0.3,0.1,1.4,0.5,3.5,https://basketball.realgm.com/player/Bronson-Koenig/NCAA/24703/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
764,VCU,35,0,16.1,1.8,4.3,0.424,0.7,1.9,0.358,1.6,2,0.789,0.3,1,1.3,2,1.1,0,2.3,1.8,5.9,https://basketball.realgm.com/player/JeQuan-Lewis/NCAA/57426/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
769,Ohio State,35,0,10.9,1.2,3.3,0.368,0.4,1.7,0.259,1.5,1.9,0.765,0.5,1.2,1.7,0.2,0.2,0.2,1.4,0.6,4.4,https://basketball.realgm.com/player/Marc-Loving/NCAA/24321/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
774,Northern Iowa,31,10,21.9,2.1,5,0.422,1,2.9,0.356,0.8,1,0.774,1.1,1.6,2.7,1.4,0.6,0.5,2.5,1.1,6,https://basketball.realgm.com/player/Jeremy-Morgan/NCAA/57187/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
779,Columbia,34,18,18.7,1.9,4.5,0.416,0.5,2,0.254,1,1.4,0.708,0.8,2.4,3.2,0.9,0.2,0.7,2.4,1.2,5.3,https://basketball.realgm.com/player/Luke-Petrasek/NCAA/57322/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
784,Dayton,36,0,8.7,0.9,1.7,0.548,0,0.1,0,0.4,1.3,0.326,0.4,0.9,1.3,0.2,0.3,0.3,1.4,0.6,2.3,https://basketball.realgm.com/player/Kendall-Pollard/NCAA/56970/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
789,Weber State,31,31,29.7,3.5,7.8,0.444,2,4.9,0.405,2,2.6,0.765,0.2,2,2.2,2.2,0.7,0.2,2.2,1.5,10.9,https://basketball.realgm.com/player/Jeremy-Senglin/NCAA/58051/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
794,Dayton,37,0,17.3,1.3,3.8,0.353,0.5,1.7,0.274,0.5,0.8,0.567,0.1,1.2,1.3,2,0.7,0.1,1.4,1.1,3.6,https://basketball.realgm.com/player/Scoochie-Smith/NCAA/49893/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
799,Texas A&M-CC;,25,0,21.9,4.4,7.4,0.592,0.1,0.4,0.273,1.9,3.4,0.547,1.6,3.6,5.2,0.5,0.6,1.3,2.6,2,10.7,https://basketball.realgm.com/player/Rashawn-Thomas/NCAA/58952/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
804,Fresno State,39,39,29.1,3.4,7.6,0.444,1.4,3.7,0.379,1.8,2.5,0.735,1,3.4,4.4,0.7,0.7,0.8,2.9,1.3,10,https://basketball.realgm.com/player/Paul-Watson/NCAA/57234/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
809,Northeastern,30,19,23.7,2.1,5.4,0.383,0.3,1.2,0.278,2.5,3.6,0.679,0.5,1.9,2.3,2,0.6,0.1,1.6,1.4,6.9,https://basketball.realgm.com/player/TJ-Williams/NCAA/58219/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
814,Kentucky,13,0,3,0.2,0.7,0.333,0.1,0.5,0.167,0.7,0.9,0.75,0.1,0.6,0.7,0,0.1,0,0,0.3,1.2,https://basketball.realgm.com/player/Derek-Willis/NCAA/28227/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
819,Pittsburgh,36,0,15.4,1.6,3.5,0.46,0.2,0.8,0.296,1.4,2,0.708,1.1,1.9,2.9,0.6,0.2,0.3,1.5,0.8,4.9,https://basketball.realgm.com/player/Jamel-Artis/NCAA/24648/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
826,Wake Forest,33,22,21.2,2.6,6.2,0.422,0.6,2,0.313,3,3.8,0.79,1,2.9,3.8,0.7,0.2,0.3,2.7,1.5,8.8,https://basketball.realgm.com/player/Tyler-Cavanaugh/NCAA/42310/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
835,James Madison,30,29,35.1,4.3,10.4,0.415,0.9,3.1,0.298,4.7,6.5,0.718,1.4,3.6,5,1.7,1.4,0.4,2.3,2.5,14.3,https://basketball.realgm.com/player/Charles-Cooke/NCAA/44721/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
841,Loyola (IL),32,32,32.8,4.8,11.3,0.424,1.2,4,0.315,4.1,5.8,0.699,0.9,3.2,4.2,3.6,1.2,0.7,2.8,3.4,14.9,https://basketball.realgm.com/player/Milton-Doyle/NCAA/42904/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
849,Wisconsin,38,0,17.4,2.6,5.1,0.51,0,0,0,2.5,4.3,0.585,0.9,1.9,2.8,0.9,0.8,0.5,2.6,1.2,7.7,https://basketball.realgm.com/player/Nigel-Hayes/NCAA/24673/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
854,Duke,35,26,22.7,2.7,4.2,0.644,0,0,0,1.1,2.3,0.494,2.9,4,6.9,1,0.7,0.6,2.7,0.7,6.5,https://basketball.realgm.com/player/Amile-Jefferson/NCAA/24249/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
864,Iowa State,36,7,20.3,2.4,5.5,0.432,1.8,4.4,0.4,0.5,0.8,0.643,0.4,1.2,1.6,1.1,0.2,0.1,1.8,0.5,7.1,https://basketball.realgm.com/player/Naz-Long/NCAA/27050/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
885,Kansas,17,0,6.7,0.9,2,0.441,0.5,1.5,0.32,0.4,0.7,0.5,0.2,1.1,1.3,0.2,0.3,0.2,0.6,0.4,2.6,https://basketball.realgm.com/player/Andrew-White/NCAA/24696/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
891,UCF,31,3,19.6,2,5.1,0.392,1.8,4.7,0.384,0.2,0.4,0.545,0.5,1.9,2.4,0.9,0.4,0.1,1.5,0.8,6,https://basketball.realgm.com/player/Matt-Williams/NCAA/42568/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
897,Charleston,24,12,23.9,3,8.8,0.338,1.1,3.6,0.302,2.3,3.2,0.737,0.7,1.8,2.4,1.4,0.5,0.2,1.8,2.1,9.3,https://basketball.realgm.com/player/Canyon-Barry/NCAA/31746/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
902,Notre Dame,27,1,8.5,0.9,2.7,0.319,0.4,1.6,0.262,0.3,0.4,0.7,0.3,0.4,0.7,0.3,0.2,0.1,0.5,0.3,2.4,https://basketball.realgm.com/player/VJ-Beachem/NCAA/29857/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
911,Connecticut,40,17,16.2,1.6,2.5,0.64,0,0,0,0.9,1.5,0.574,1.3,1.7,3,0.3,0.1,2.3,2.9,0.7,4.1,https://basketball.realgm.com/player/Amida-Brimah/NCAA/56938/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
920,West Virginia,28,17,27,4,9.1,0.439,1.7,4.5,0.376,2,2.4,0.848,1.1,1.8,2.9,1.1,0.8,0.6,1.4,1.1,11.7,https://basketball.realgm.com/player/Terry-Henderson/NCAA/24705/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
929,Washington State,31,3,18.1,1.8,5,0.355,0.8,2.4,0.324,1.2,1.7,0.692,0.4,1.5,1.9,1.5,0.5,0.1,1.3,1.3,5.5,https://basketball.realgm.com/player/Ike-Iroegbu/NCAA/56855/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
934,Iowa,27,0,9.4,1.4,3.5,0.4,0.6,1.7,0.348,1,1.3,0.794,0.2,0.7,0.9,0.7,0.3,0.1,0.7,0.5,4.4,https://basketball.realgm.com/player/Peter-Jok/NCAA/56664/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
939,California,35,12,19.1,2.7,6.9,0.396,1.2,3.1,0.382,1.8,2.4,0.762,0.6,1.5,2.1,0.7,0.3,0.1,1.4,0.5,8.5,https://basketball.realgm.com/player/Jordan-Mathews/NCAA/41444/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
943,Niagara,27,14,22.7,2.6,6.4,0.413,0.1,0.9,0.083,2.1,2.9,0.734,1.2,1.8,3,2,1.3,0.3,3,2.2,7.5,https://basketball.realgm.com/player/Tahjere-McCall/NCAA/44558/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
949,North Carolina,34,17,16.3,3,5.5,0.548,0,0,0,1.5,2.6,0.586,2.4,3.8,6.2,0.8,0.3,0.8,1.7,1,7.6,https://basketball.realgm.com/player/Kennedy-Meeks/NCAA/24679/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
953,Oklahoma State,33,21,25.9,2.5,4.6,0.536,0,0,0,1.1,1.9,0.571,1.9,4.4,6.3,0.7,0.5,1.2,3.4,1.2,6.1,https://basketball.realgm.com/player/Kamari-Murphy/NCAA/28715/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
965,Virginia Tech,30,11,16.2,1.7,4.1,0.41,0,0,0,1.6,2.5,0.653,1.4,3.3,4.7,0.2,0.3,0.9,2.5,1.5,5,https://basketball.realgm.com/player/Trevor-Thompson/NCAA/56802/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
973,Arkansas,30,0,9.3,1.4,3.4,0.398,0,0.1,0.333,0.4,0.6,0.684,0.6,1.5,2.1,0.5,0.3,0.2,1.3,0.8,3.2,https://basketball.realgm.com/player/Jacorey-Williams/NCAA/42341/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1114,Charleston,27,10,20.7,2.1,5.9,0.367,0.7,2.3,0.302,1.9,2.7,0.676,0.4,1.6,2,1.9,0.7,0.3,2.3,1.7,6.9,https://basketball.realgm.com/player/Joe-Chealey/NCAA/58196/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1123,Indiana,29,1,8.8,0.9,1.8,0.529,0,0,0,0.6,0.8,0.667,0.8,1.7,2.6,0,0.2,0.4,1.6,0.6,2.4,https://basketball.realgm.com/player/Devin-Davis/NCAA/50095/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1128,Massachusetts,19,0,4.3,0.3,1.1,0.286,0.3,0.8,0.312,0.2,0.3,0.6,0.1,0.4,0.4,0.1,0.2,0,0.7,0.2,1.1,https://basketball.realgm.com/player/Demetrius-Denzel-Dyson/NCAA/56945/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1141,UCF,28,9,14.7,0.9,2.2,0.397,0.1,0.6,0.222,1,1.8,0.592,0.5,1.4,1.9,1.8,0.5,0,1,1.1,3,https://basketball.realgm.com/player/Brandon-Goodwin/NCAA/56935/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1158,Syracuse,10,0,5.5,0.6,2.4,0.25,0.2,1.6,0.125,0,0,0,0.3,0.6,0.9,0.2,0.1,0.3,0.6,0.4,1.4,https://basketball.realgm.com/player/BJ-Johnson/NCAA/56795/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
1162,Washington,31,0,16.1,1.8,5,0.359,0.4,1.7,0.241,1.9,2.4,0.784,0.4,1.2,1.6,0.6,0.4,0.2,1.2,1,5.9,https://basketball.realgm.com/player/Darin-Johnson/NCAA/56852/2014/By_Season/Per_Game,Undrafted,2013-14,1/1/2013,1/1/2014
